well_id,well_name,latitude,longitude,well_type,well_status,well_result,field_name,field_code,field_operator,field_result,block_name,block_area_sqkm
L10-39,L10-39,53.40350721,4.20075721,Hydrocarbon exploration,Closed-in,Gas,L10-CDA,L10-CDA,Eni Energy Netherlands B.V.,Gas,L10,410.868387744
MID-304,MID-304,52.57623019,4.97147236,Hydrocarbon development,Producing/Injecting,Gas,Middelie,MID,Nederlandse Aardolie Maatschappij B.V.,Gas,,
MLD-GT-02,MLD-GT-02,51.94565907,4.23888889,Geothermal development,Plugged back and sidetracked,Technical failure,Maasdijk,MSD,Nederlandse Aardolie Maatschappij B.V.,Gas,,
LTG-GT-01,LTG-GT-01,52.73934187,5.85864802,Geothermal exploration,Producing/Injecting,Water,,,,,,
LTG-GT-02,LTG-GT-02,52.7392556,5.85868684,Geothermal development,Producing/Injecting,Water,,,,,,
LTG-GT-03,LTG-GT-03,52.73916897,5.8587252,Geothermal development,Producing/Injecting,Water,,,,,,
NWH-02,NWH-02,52.93451545,6.06007755,Hydrocarbon exploration,Producing/Injecting,Gas,Nieuwehorne,NWH,Vermilion Energy Netherlands B.V.,Gas,,
TWR-543,TWR-543,52.20594319,6.77361449,Salt mining development,Producing/Injecting,Salt,,,,,,
ADK-GT-01,ADK-GT-01,52.72525279,5.19364557,Geothermal exploration,Plugged back and sidetracked,Technical failure,,,,,,
MLD-GT-02-S1,MLD-GT-02-S1,51.94565907,4.23888889,Geothermal development,Plugged back and sidetracked,Technical failure,Maasdijk,MSD,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVB-GT-02,ZVB-GT-02,51.63525793,4.62525892,Geothermal development,Suspended,Technical failure,,,,,,
LIR-01,LIR-01,51.97803369,4.21988406,Hydrocarbon exploration,Abandoned,Technical failure,De Lier,LIR,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,,
LIR-01,LIR-01,51.97803369,4.21988406,Hydrocarbon exploration,Abandoned,Technical failure,Gaag,GAG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
LIR-01-S1,LIR-01-S1,51.97803369,4.21988406,Hydrocarbon exploration,Abandoned,Technical failure,De Lier,LIR,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,,
LIR-01-S1,LIR-01-S1,51.97803369,4.21988406,Hydrocarbon exploration,Abandoned,Technical failure,Gaag,GAG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
COV-54,COV-54,52.65805235,6.61424847,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
BUMA-01,BUMA-01,52.73096678,6.86650163,Hydrocarbon exploration,Abandoned,Technical failure,Buma,BUMA,Nederlandse Aardolie Maatschappij B.V.,Gas,,
LUT-04-S1,LUT-04-S1,52.33230523,7.02178024,Hydrocarbon exploration,Abandoned,Technical failure,De Lutte,LUT,Nederlandse Aardolie Maatschappij B.V.,Gas,,
LIR-01-S2,LIR-01-S2,51.97803369,4.21988406,Hydrocarbon exploration,Abandoned,Technical failure,De Lier,LIR,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,,
LIR-01-S2,LIR-01-S2,51.97803369,4.21988406,Hydrocarbon exploration,Abandoned,Technical failure,Gaag,GAG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
COV-55,COV-55,52.67064915,6.71181336,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
COV-55-S1,COV-55-S1,52.67064915,6.71181336,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
COV-55-S2,COV-55-S2,52.67064915,6.71181336,Hydrocarbon development,Suspended,Technical failure,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
COV-55-S3,COV-55-S3,52.67064915,6.71181336,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
COV-55-S4,COV-55-S4,52.67064915,6.71181336,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
D15-01-S1,D15-01-S1,54.32312476,2.90250331,Hydrocarbon exploration,Abandoned,Technical failure,D15a-A104,D15-A-104,Eni Energy Netherlands B.V.,Gas,D15,246.756886787
D12-05,D12-05,54.48063011,2.90783149,Hydrocarbon exploration,Abandoned,Technical failure,D12 Ilmenite,D12-ILM,Wintershall Noordzee B.V.,Gas,D12,253.914016906
SCH-2410,SCH-2410,52.6644144,6.93847213,Hydrocarbon development,Abandoned,Technical failure,,,,,,
SCH-2410-S1,SCH-2410-S1,52.6644144,6.93847213,Hydrocarbon development,Abandoned,Technical failure,,,,,,
SCH-2410-S2,SCH-2410-S2,52.6644144,6.93847213,Hydrocarbon development,Abandoned,Technical failure,,,,,,
SCH-241-S1,SCH-241-S1,52.6643834,6.93856757,Hydrocarbon development,Abandoned,Technical failure,,,,,,
SCH-241-S2,SCH-241-S2,52.6643834,6.93856757,Hydrocarbon development,Abandoned,Technical failure,,,,,,
SCH-241-S3,SCH-241-S3,52.6643834,6.93856757,Hydrocarbon development,Abandoned,Dry,,,,,,
D15-FA-101,D15-FA-101,54.32492189,2.93433156,Hydrocarbon development,Suspended,Technical failure,D15a-A,D15-A,Eni Energy Netherlands B.V.,Gas,D15,246.756886787
COV-16-S1,COV-16-S1,52.63831601,6.60530591,Hydrocarbon development,Plugged back and sidetracked,Gas,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
EWM-02,EWM-02,53.31934348,6.12702162,Hydrocarbon evaluation,Plugged back and sidetracked,Technical failure,,,,,,
F17-01-S1,F17-01-S1,54.14472023,4.52693949,Hydrocarbon exploration,Abandoned,Technical failure,,,,,F17,404.497391234
F02-02,F02-02,54.91077944,4.63442297,Hydrocarbon exploration,Abandoned,Technical failure,,,,,F02,396.402085727
F03-FB-105,F03-FB-105,54.85315169,4.69482913,Hydrocarbon development,Plugged back and sidetracked,Technical failure,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,F03,396.475752278
F03-FB-105-S1,F03-FB-105-S1,54.85315169,4.69482913,Hydrocarbon development,Plugged back and sidetracked,Technical failure,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,F03,396.475752278
SCH-1803-S1,SCH-1803-S1,52.6748447,6.85562071,Hydrocarbon development,Producing/Injecting,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-1803-S1,SCH-1803-S1,52.6748447,6.85562071,Hydrocarbon development,Producing/Injecting,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
K05-D-04,K05-D-04,53.69093776,3.48705139,Hydrocarbon development,Producing/Injecting,Gas,K05a-D,K05-D,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
B13-A-03,B13-A-03,55.28480223,4.09676721,Hydrocarbon development,Producing/Injecting,Gas,B13-FA,B13-FA,Petrogas E&P Netherlands B.V.,Gas,B13,393.095631582
B13-A-04,B13-A-04,55.28478202,4.09676665,Hydrocarbon development,Plugged back and sidetracked,Gas,B13-FA,B13-FA,Petrogas E&P Netherlands B.V.,Gas,B13,393.095631582
B13-A-02,B13-A-02,55.2847817,4.09680206,Hydrocarbon development,Plugged back and sidetracked,Gas,B13-FA,B13-FA,Petrogas E&P Netherlands B.V.,Gas,B13,393.095631582
NWH-01,NWH-01,52.93456119,6.06003021,Hydrocarbon exploration,Producing/Injecting,Gas,Nieuwehorne,NWH,Vermilion Energy Netherlands B.V.,Gas,,
TWR-501,TWR-501,52.20945584,6.8439039,Salt mining development,Producing/Injecting,Salt,,,,,,
SCH-2602,SCH-2602,52.66798857,6.86822092,Hydrocarbon development,Producing/Injecting,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-2602,SCH-2602,52.66798857,6.86822092,Hydrocarbon development,Producing/Injecting,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
K18-08-S2,K18-08-S2,53.15611434,3.96187367,Hydrocarbon development,Producing/Injecting,Gas,K18-Golf,K18-Golf,Wintershall Noordzee B.V.,Gas,K18,414.01740202
MSG-03-S1,MSG-03-S1,51.97984658,4.0454302,Hydrocarbon exploration,Plugged back and sidetracked,Gas,,,,,,
B13-A-01-S1,B13-A-01-S1,55.28480361,4.09679321,Hydrocarbon development,Plugged back and sidetracked,Gas,B13-FA,B13-FA,Petrogas E&P Netherlands B.V.,Gas,B13,393.095631582
P11-C-01-S1,P11-C-01-S1,52.35565741,3.40669055,Hydrocarbon development,Closed-in,Oil,,,,,P11,420.321130842
WMS-01,WMS-01,53.10417194,5.54817703,Hydrocarbon exploration,Suspended,Dry,,,,,,
KKP-GT-02,KKP-GT-02,52.58011074,5.94905778,Geothermal development,Producing/Injecting,Water,,,,,,
TBN-01,TBN-01,53.33768038,6.10398199,Hydrocarbon exploration,Producing/Injecting,Gas,Metslawier-Zuid,METS,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-2601,SCH-2601,52.66791259,6.86823772,Hydrocarbon development,Producing/Injecting,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-2601,SCH-2601,52.66791259,6.86823772,Hydrocarbon development,Producing/Injecting,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
P11-C-01-S3,P11-C-01-S3,52.35565741,3.40669055,Hydrocarbon development,Closed-in,Gas,,,,,P11,420.321130842
SCH-2651,SCH-2651,52.6676011,6.86830618,Hydrocarbon development by injection,Producing/Injecting,Water,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-2651,SCH-2651,52.6676011,6.86830618,Hydrocarbon development by injection,Producing/Injecting,Water,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
L10-L-03,L10-L-03,53.41849796,4.18353675,Hydrocarbon development,Plugged back and sidetracked,Technical failure,L10-CDA,L10-CDA,Eni Energy Netherlands B.V.,Gas,L10,410.868387744
Q01-HELDER-A-17-S1,Q01-HELDER-A-17-S1,52.92069903,4.09707478,Hydrocarbon development by injection,Abandoned,Technical failure,Helder,HELDER,Petrogas E&P Netherlands B.V.,Olie,Q01,415.641231765
G16-B-02,G16-B-02,54.11920769,5.26293539,Hydrocarbon development,Producing/Injecting,Gas,G16a-C,G16a-C,Eni Energy Netherlands B.V.,Gas,G16,404.59999632
G16-B-02,G16-B-02,54.11920769,5.26293539,Hydrocarbon development,Producing/Injecting,Gas,G16a-B,G16a-B,Eni Energy Netherlands B.V.,Gas,,
K05-CU-02-S1,K05-CU-02-S1,53.81489568,3.44943984,Hydrocarbon development,Plugged back and sidetracked,Technical failure,K05-C Unit,K05-C Unit,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
TWR-502,TWR-502,52.20862531,6.84554393,Salt mining development,Closed-in,Salt,,,,,,
L13-FI-101,L13-FI-101,53.24168578,4.08256405,Hydrocarbon development,Producing/Injecting,Gas,,,,,L13,412.461310122
L13-FI-102,L13-FI-102,53.24166689,4.08256544,Hydrocarbon development,Plugged back and sidetracked,Technical failure,,,,,L13,412.461310122
L13-FI-103,L13-FI-103,53.24167578,4.08253766,Hydrocarbon development,Plugged back and sidetracked,Technical failure,,,,,L13,412.461310122
TCI-03-S1,TCI-03-S1,53.12084821,6.83480751,Salt mining development,Producing/Injecting,Salt,,,,,,
NLW-GT-01,NLW-GT-01,51.98991813,4.23917247,Geothermal exploration,Producing/Injecting,Water,,,,,,
ZVB-GT-01-S1,ZVB-GT-01-S1,51.63526257,4.62525292,Geothermal development,Suspended,Technical failure,,,,,,
ADK-GT-01-S1,ADK-GT-01-S1,52.72525279,5.19364557,Geothermal exploration,Producing/Injecting,Water,,,,,,
D12-A-04,D12-A-04,54.34237897,2.86460611,Hydrocarbon exploration,Abandoned,Gas,D12-A,D12-A,Wintershall Noordzee B.V.,Gas,D12,253.914016906
ADK-GT-02,ADK-GT-02,52.72518904,5.19368182,Geothermal development,Producing/Injecting,Water,,,,,,
TWR-544,TWR-544,52.20599705,6.77139955,Salt mining development,Producing/Injecting,Salt,,,,,,
N07-04,N07-04,53.6656153,6.29385083,Hydrocarbon exploration,Abandoned,Technical failure,,,,,N07,290.743212606
MLD-GT-02-S2,MLD-GT-02-S2,51.94565907,4.23888889,Geothermal development,Producing/Injecting,Water,Maasdijk,MSD,Nederlandse Aardolie Maatschappij B.V.,Gas,,
TWR-542,TWR-542,52.20506278,6.77525354,Salt mining development,Producing/Injecting,Salt,,,,,,
L13-FI-103-S1,L13-FI-103-S1,53.24167578,4.08253766,Hydrocarbon development,Producing/Injecting,Gas,,,,,L13,412.461310122
L13-FI-102-S1,L13-FI-102-S1,53.24166689,4.08256544,Hydrocarbon development,Producing/Injecting,Gas,,,,,L13,412.461310122
ZVB-GT-02-S1,ZVB-GT-02-S1,51.63525793,4.62525892,Geothermal development,Suspended,Water,,,,,,
Q01-D-02-S2,Q01-D-02-S2,52.87145818,4.16993317,Hydrocarbon development,Producing/Injecting,Gas,Q01-D,Q01D,Wintershall Noordzee B.V.,Gas,Q01,415.641231765
ADK-GT-03,ADK-GT-03,52.72510383,5.19373015,Geothermal development,Producing/Injecting,Water,,,,,,
N07-04A,N07-04A,53.66564281,6.2939114,Hydrocarbon exploration,Abandoned,Dry,,,,,N07,290.743212606
TWR-546,TWR-546,52.20778639,6.76682423,Salt mining development,Producing/Injecting,Salt,,,,,,
MSG-03-S2,MSG-03-S2,51.97984658,4.0454302,Hydrocarbon development,Suspended,Technical failure,,,,,,
VDM-05,VDM-05,53.11216113,6.81796181,Salt mining development, ,Salt,,,,,,
VDM-07,VDM-07,53.11217301,6.81769374,Salt mining development, ,Salt,,,,,,
F03-FB-105-S2,F03-FB-105-S2,54.85315169,4.69482913,Hydrocarbon development,Plugged back and sidetracked,Technical failure,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,F03,396.475752278
F15-02,F15-02,54.23775464,4.84444475,Hydrocarbon exploration,Abandoned,Technical failure,,,,,F15,402.932275542
LIR-36,LIR-36,51.98736536,4.21276925,Hydrocarbon development,Abandoned,Technical failure,De Lier,LIR,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,,
LIR-36,LIR-36,51.98736536,4.21276925,Hydrocarbon development,Abandoned,Technical failure,Gaag,GAG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
EKR-106,EKR-106,53.17187776,6.94954981,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
NNE-10-S1,NNE-10-S1,52.69491658,6.80839371,Hydrocarbon exploration,Abandoned,Technical failure,Dalen,DAL,Nederlandse Aardolie Maatschappij B.V.,Gas,,
K07-FB-102,K07-FB-102,53.62930281,3.0676539,Hydrocarbon development,Plugged back and sidetracked,Technical failure,K07-FB,K07-FB,Tenaz Energy Netherlands B.V.,Gas,K07,407.934181579
SCH-1220-S1,SCH-1220-S1,52.67238068,6.91445206,Hydrocarbon development,Abandoned,Technical failure,,,,,,
SCH-1220-S2,SCH-1220-S2,52.67238068,6.91445206,Hydrocarbon development,Abandoned,Technical failure,,,,,,
SCH-1220-S3,SCH-1220-S3,52.67238068,6.91445206,Hydrocarbon development,Abandoned,Technical failure,,,,,,
SCH-1220-S4,SCH-1220-S4,52.67238068,6.91445206,Hydrocarbon development,Abandoned,Dry,,,,,,
SCH-133-S2,SCH-133-S2,52.65326262,6.96535598,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
VDB-GT-02,VDB-GT-02,52.0133224,4.51675283,Geothermal development,Plugged back and sidetracked,Technical failure,,,,,,
L05-C-03,L05-C-03,53.69610145,4.64549726,Hydrocarbon development,Closed-in,Gas,L05-C,L05-C,Wintershall Noordzee B.V.,Gas,L05,407.711244377
K12-G-08-S1,K12-G-08-S1,53.35525837,3.98230806,Hydrocarbon development,Producing/Injecting,Gas,K12-G,K12-G,Eni Energy Netherlands B.V.,Gas,K12,410.840259954
COV-58,COV-58,52.6250938,6.65327132,Hydrocarbon development,Producing/Injecting,Gas,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
AME-205,AME-205,53.48351358,5.86691251,Hydrocarbon development,Plugged back and sidetracked,Technical failure,,,,,,
AWG-101-S1,AWG-101-S1,53.49196042,5.9404444,Hydrocarbon evaluation,Plugged back and sidetracked,Technical failure,Ameland-Westgat,AWG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
VDB-GT-02-S1,VDB-GT-02-S1,52.0133224,4.51675283,Geothermal development,Closed-in,Water,,,,,,
OTL-01-S2,OTL-01-S2,51.88142479,4.88707609,Hydrocarbon development,Suspended,Oil,,,,,,
K05-F-02,K05-F-02,53.74094451,3.61690264,Hydrocarbon development,Abandoned,Technical failure,K05-F,K05-F,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
LWZ-02,LWZ-02,53.300461,6.2912507,Hydrocarbon development,Closed-in,Gas,,,,,,
HRL-10,HRL-10,53.1817636,5.49904303,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Harlingen Upper Cretaceous,HRL-UC,Vermilion Energy Netherlands B.V.,Gas,,
TWR-444,TWR-444,52.23955649,6.81879015,Salt mining development,Closed-in,Salt,,,,,,
TWR-448,TWR-448,52.22343005,6.83223531,Salt mining development,Abandoned,Salt,,,,,,
TWR-443,TWR-443,52.23944649,6.81823439,Salt mining development,Closed-in,Salt,,,,,,
LZG-01,LZG-01,52.9751496,5.98457545,Hydrocarbon exploration,Closed-in,Gas,Langezwaag,LZG,Vermilion Energy Netherlands B.V.,Gas,,
RAN-01,RAN-01,53.33343563,6.49996592,Hydrocarbon evaluation,Abandoned,Gas,,,,,,
K05-CU-02-S2,K05-CU-02-S2,53.81489568,3.44943984,Hydrocarbon development,Producing/Injecting,Gas,K05-C Unit,K05-C Unit,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
B13-A-04-S1,B13-A-04-S1,55.28478202,4.09676665,Hydrocarbon development,Producing/Injecting,Gas,B13-FA,B13-FA,Petrogas E&P Netherlands B.V.,Gas,B13,393.095631582
K06-GT-03-S2,K06-GT-03-S2,53.75279565,3.91496047,Hydrocarbon development,Closed-in,Gas,K06-G,K06-G,TotalEnergies EP Nederland B.V.,Gas,K06,407.643043376
TWR-503,TWR-503,52.20815804,6.84790795,Salt mining development,Producing/Injecting,Salt,,,,,,
TWR-ON1,TWR-ON1,52.24189908,6.796696,Observation,Suspended,Salt,,,,,,
TWR-ON2,TWR-ON2,52.24315238,6.79040404,Observation,Abandoned,Salt,,,,,,
TWR-507,TWR-507,52.20875778,6.83658502,Salt mining development,Closed-in,Salt,,,,,,
TCI-09,TCI-09,53.12080355,6.83615277,Salt mining development,Producing/Injecting,Salt,,,,,,
P08-08,P08-08,52.53388487,3.37363524,Hydrocarbon exploration,Abandoned,Gas shows,,,,,P08,418.75028193
WBMS-03,WBMS-03,52.58118902,4.89125001,Hydrocarbon development,Producing/Injecting,Gas,,,,,,
B13-A-01-S2,B13-A-01-S2,55.28480361,4.09679321,Hydrocarbon development,Producing/Injecting,Gas,B13-FA,B13-FA,Petrogas E&P Netherlands B.V.,Gas,B13,393.095631582
G16-B-03,G16-B-03,54.11923682,5.26293544,Hydrocarbon evaluation,Abandoned,Gas,G16a-C,G16a-C,Eni Energy Netherlands B.V.,Gas,G16,404.59999632
G16-B-03,G16-B-03,54.11923682,5.26293544,Hydrocarbon evaluation,Abandoned,Gas,G16a-B,G16a-B,Eni Energy Netherlands B.V.,Gas,,
F03-FB-109,F03-FB-109,54.85313174,4.69482848,Hydrocarbon development,Plugged back and sidetracked,Technical failure,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,F03,396.475752278
K05-B-03,K05-B-03,53.71407404,3.42708422,Hydrocarbon development,Plugged back and sidetracked,Technical failure,K05a-B,K05-B,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
KOM-01,KOM-01,52.85289303,5.95365078,Hydrocarbon exploration,Abandoned,Dry,,,,,,
P02-10,P02-10,52.90728829,3.45507734,Hydrocarbon evaluation,Abandoned,Gas,,,,,P02,415.586841923
CAL-GT-01,CAL-GT-01,51.42139069,6.09016157,Geothermal exploration,Plugged back and sidetracked,Technical failure,,,,,,
CAL-GT-02,CAL-GT-02,51.42145335,6.09020567,Geothermal development,Closed-in,Water,,,,,,
G14-B-03,G14-B-03,54.16952079,5.43476596,Hydrocarbon development,Abandoned,Technical failure,G14-C,G14-C,Neptune Energy Netherlands B.V.,Gas,G14,403.023664182
G14-B-03,G14-B-03,54.16952079,5.43476596,Hydrocarbon development,Abandoned,Technical failure,G14-A&B,G14-AB,Eni Energy Netherlands B.V.,Gas,,
G16-B-04,G16-B-04,54.11919315,5.26291057,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,G16a-C,G16a-C,Eni Energy Netherlands B.V.,Gas,G16,404.59999632
G16-B-04,G16-B-04,54.11919315,5.26291057,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,G16a-B,G16a-B,Eni Energy Netherlands B.V.,Gas,,
TWR-508,TWR-508,52.20820316,6.83850806,Salt mining development,Producing/Injecting,Salt,,,,,,
P11-07,P11-07,52.37805571,3.42614028,Hydrocarbon exploration,Suspended,Oil and gas,,,,,P11,420.321130842
NLW-GT-02,NLW-GT-02,51.98985622,4.23927597,Geothermal development,Plugged back and sidetracked,Technical failure,,,,,,
ADK-GT-04,ADK-GT-04,52.72504017,5.19376625,Geothermal development,Producing/Injecting,Water,,,,,,
ZVB-GT-01-S2,ZVB-GT-01-S2,51.63526257,4.62525292,Geothermal development,Suspended,Water,,,,,,
NLW-GT-02-S1,NLW-GT-02-S1,51.98985622,4.23927597,Geothermal development,Producing/Injecting,Water,,,,,,
N07-04A-S1,N07-04A-S1,53.66564281,6.2939114,Hydrocarbon exploration,Abandoned,Gas,,,,,N07,290.743212606
ZWD-A1B,ZWD-A1B,53.08969771,6.92888489,Gas storage development,Completed to well,Salt,Aardgasbuffer Zuidwending,ZWD-UGS,EnergyStock B.V.,Gas,,
TWR-545,TWR-545,52.20677301,6.7693109,Salt mining development,Producing/Injecting,Salt,,,,,,
PNA-GT-06,PNA-GT-06,52.02087803,4.42246621,Geothermal development,Plugged back and sidetracked,Technical failure,,,,,,
PNA-GT-05,PNA-GT-05,52.02082209,4.42251247,Geothermal development,Plugged back and sidetracked,Technical failure,,,,,,
A18-A-05,A18-A-05,55.10488887,3.83261564,Hydrocarbon development,Producing/Injecting,Gas,A18-FA,A18-FA,Petrogas E&P Netherlands B.V.,Gas,A18,394.713271659
F17-14,F17-14,54.13622418,4.37759504,Hydrocarbon exploration,Abandoned,Gas and oil shows,,,,,F17,404.497391234
MSG-03-S3,MSG-03-S3,51.97984658,4.0454302,Hydrocarbon development,Closed-in,Gas,,,,,,
L11B-A-10,L11B-A-10,53.47249215,4.48943742,Hydrocarbon development,Producing/Injecting,Gas,L11b-A,L11b,ONE-Dyas B.V.,Gas,L11,410.905832572
PNA-GT-06-S1,PNA-GT-06-S1,52.02087803,4.42246621,Geothermal development,Plugged back and sidetracked,Technical failure,,,,,,
PNA-GT-06-S2,PNA-GT-06-S2,52.02087803,4.42246621,Geothermal development,Suspended,Technical failure,,,,,,
PNA-GT-06-S3,PNA-GT-06-S3,52.02087803,4.42246621,Geothermal development,Producing/Injecting,Water,,,,,,
A12-A-04-S1,A12-A-04-S1,55.39891981,3.81011074,Hydrocarbon development,Producing/Injecting,Gas,A12-FA,A12-FA,Petrogas E&P Netherlands B.V.,Gas,A12,389.549146172
Q10-A-02,Q10-A-02,52.49570491,4.21472004,Hydrocarbon evaluation,Closed-in,Gas with oil shows,Orion,ORION,Kistos NL2 B.V.,Olie,Q10,420.377447068
Q10-A-03,Q10-A-03,52.49568542,4.21470174,Hydrocarbon development,Producing/Injecting,Gas,Orion,ORION,Kistos NL2 B.V.,Olie,Q10,420.377447068
Q10-A-04,Q10-A-04,52.49569771,4.2146666,Hydrocarbon evaluation,Plugged back and sidetracked,Gas shows,Orion,ORION,Kistos NL2 B.V.,Olie,Q10,420.377447068
Q10-A-05,Q10-A-05,52.49572949,4.21464977,Hydrocarbon evaluation,Producing/Injecting,Oil and gas,Orion,ORION,Kistos NL2 B.V.,Olie,Q10,420.377447068
A15-05,A15-05,55.3130543,3.82886939,Hydrocarbon evaluation,Abandoned,Gas,A15-FA,A15-A,Petrogas E&P Netherlands B.V.,Gas,A15,393.079810334
B10-04,B10-04,55.40328703,4.00448416,Hydrocarbon evaluation,Abandoned,Gas,B10-FA,B10-FA,Petrogas E&P Netherlands B.V.,Gas,B10,178.091332638
TWR-449,TWR-449,52.22331781,6.83279095,Salt mining development,Abandoned,Salt,,,,,,
TWR-450,TWR-450,52.2232062,6.83334557,Salt mining development,Abandoned,Salt,,,,,,
D15-05,D15-05,54.27771895,2.98834679,Hydrocarbon exploration,Suspended,Technical failure,D15 Tourmaline,D15 Tourmaline,Eni Energy Netherlands B.V.,Gas,D15,246.756886787
AWG-101-S2,AWG-101-S2,53.49196042,5.9404444,Hydrocarbon evaluation,Plugged back and sidetracked,Gas,Ameland-Westgat,AWG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
K17-FA-101-S2,K17-FA-101-S2,53.06290324,3.53738391,Hydrocarbon development,Producing/Injecting,Gas,K17-Zechstein,K17-FZ,Tenaz Energy Netherlands B.V.,Gas,K17,413.999344216
K05-F-02-S1,K05-F-02-S1,53.74094451,3.61690264,Hydrocarbon development,Abandoned,Technical failure,K05-F,K05-F,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
HRL-10-S1,HRL-10-S1,53.1817636,5.49904303,Hydrocarbon development,Suspended,Technical failure,Harlingen Upper Cretaceous,HRL-UC,Vermilion Energy Netherlands B.V.,Gas,,
HRL-10-S2,HRL-10-S2,53.1817636,5.49904303,Hydrocarbon development,Suspended,Technical failure,Harlingen Upper Cretaceous,HRL-UC,Vermilion Energy Netherlands B.V.,Gas,,
HRL-10-S3,HRL-10-S3,53.1817636,5.49904303,Hydrocarbon development,Closed-in,Gas,Harlingen Upper Cretaceous,HRL-UC,Vermilion Energy Netherlands B.V.,Gas,,
D15-05-S1,D15-05-S1,54.27771895,2.98834679,Hydrocarbon exploration,Suspended,Gas,D15 Tourmaline,D15 Tourmaline,Eni Energy Netherlands B.V.,Gas,D15,246.756886787
LWZ-03,LWZ-03,53.30033325,6.29131897,Hydrocarbon development,Plugged back and sidetracked,Technical failure,,,,,,
A12-A-01,A12-A-01,55.39890571,3.81012435,Hydrocarbon development,Plugged back and sidetracked,Gas,A12-FA,A12-FA,Petrogas E&P Netherlands B.V.,Gas,A12,389.549146172
A12-A-02,A12-A-02,55.39891354,3.8101493,Hydrocarbon development,Producing/Injecting,Gas,A12-FA,A12-FA,Petrogas E&P Netherlands B.V.,Gas,A12,389.549146172
A12-A-03,A12-A-03,55.39892146,3.81017441,Hydrocarbon development,Closed-in,Gas,A12-FA,A12-FA,Petrogas E&P Netherlands B.V.,Gas,A12,389.549146172
A12-A-04,A12-A-04,55.39891981,3.81011074,Hydrocarbon development,Plugged back and sidetracked,Gas,A12-FA,A12-FA,Petrogas E&P Netherlands B.V.,Gas,A12,389.549146172
A12-A-05,A12-A-05,55.39893548,3.81016033,Hydrocarbon development,Producing/Injecting,Gas,A12-FA,A12-FA,Petrogas E&P Netherlands B.V.,Gas,A12,389.549146172
