well_id,well_name,latitude,longitude,well_type,well_status,well_result,field_name,field_code,field_operator,field_result,block_name,block_area_sqkm
A12-A-06,A12-A-06,55.39893392,3.81009682,Hydrocarbon development,Closed-in,Gas,A12-FA,A12-FA,Petrogas E&P Netherlands B.V.,Gas,A12,389.549146172
A12-A-07,A12-A-07,55.39894959,3.81014656,Hydrocarbon development,Plugged back and sidetracked,Technical failure,A12-FA,A12-FA,Petrogas E&P Netherlands B.V.,Gas,A12,389.549146172
LWZ-03-S1,LWZ-03-S1,53.30033325,6.29131897,Hydrocarbon development,Producing/Injecting,Gas,,,,,,
BLS-02,BLS-02,52.83908931,6.05034212,Hydrocarbon development,Producing/Injecting,Gas,De Blesse,BLS,Vermilion Energy Netherlands B.V.,Gas,,
D12-02,D12-02,54.33621448,2.93530641,Hydrocarbon exploration,Abandoned,Technical failure,D15a-A,D15-A,Eni Energy Netherlands B.V.,Gas,D12,253.914016906
D12-04,D12-04,54.44799062,2.9520004,Hydrocarbon exploration,Abandoned,Technical failure,,,,,D12,253.914016906
AWG-101-S3,AWG-101-S3,53.49196042,5.9404444,Hydrocarbon development,Suspended,Technical failure,Ameland-Westgat,AWG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
F03-FB-109-S1,F03-FB-109-S1,54.85313174,4.69482848,Hydrocarbon development,Plugged back and sidetracked,Technical failure,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,F03,396.475752278
VRS-09,VRS-09,53.03676521,6.5931271,Hydrocarbon development,Closed-in,Gas,Vries,VRS,Nederlandse Aardolie Maatschappij B.V.,Gas,,
F17-09,F17-09,54.05203023,4.48795422,Hydrocarbon evaluation,Abandoned,Oil,F17-FA (Korvet),F17-FA, ,Olie,F17,404.497391234
K05-B-03-S1,K05-B-03-S1,53.71407404,3.42708422,Hydrocarbon development,Producing/Injecting,Gas,K05a-B,K05-B,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
MGT-03,MGT-03,53.40303482,6.06907411,Hydrocarbon development,Producing/Injecting,Gas,Nes,NES,Nederlandse Aardolie Maatschappij B.V.,Gas,,
G16-B-04-S1,G16-B-04-S1,54.11919315,5.26291057,Hydrocarbon exploration,Producing/Injecting,Gas,G16a-C,G16a-C,Eni Energy Netherlands B.V.,Gas,G16,404.59999632
G16-B-04-S1,G16-B-04-S1,54.11919315,5.26291057,Hydrocarbon exploration,Producing/Injecting,Gas,G16a-B,G16a-B,Eni Energy Netherlands B.V.,Gas,,
HON-GT-01,HON-GT-01,52.01534736,4.2253489,Geothermal exploration,Plugged back and sidetracked,Technical failure,,,,,,
TWR-510,TWR-510,52.20690388,6.84263237,Salt mining development,Producing/Injecting,Salt,,,,,,
K12-19,K12-19,53.45848143,3.90441448,Hydrocarbon exploration,Abandoned,Technical failure,K12-C,K12-C,Neptune Energy Netherlands B.V.,Gas,K12,410.840259954
F03-FB-109-S2,F03-FB-109-S2,54.85313174,4.69482848,Hydrocarbon development,Closed-in,Oil and gas,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,F03,396.475752278
GRO-01-S1,GRO-01-S1,52.7166492,4.64408323,Hydrocarbon development,Closed-in,Gas,Groet,GRT,TAQA Offshore B.V.,Gas,,
L04-A-07,L04-A-07,53.72466328,4.09756196,Hydrocarbon development,Plugged back and sidetracked,Technical failure,L04-A,L04-A,TotalEnergies EP Nederland B.V.,Gas,L04,407.67350406
ZWK-01,ZWK-01,52.53363705,4.87231943,Hydrocarbon exploration,Closed-in,Gas,,,,,,
TWR-509,TWR-509,52.20746669,6.84068497,Salt mining development,Producing/Injecting,Salt,,,,,,
K12-15-S2,K12-15-S2,53.41993925,3.82388706,Hydrocarbon exploration,Abandoned,Gas,K12-H (K12-S2 & K12-D5),K12-S2,Eni Energy Netherlands B.V.,Gas,K12,410.840259954
E17-A-04,E17-A-04,54.09803356,3.36023383,Hydrocarbon development,Suspended,Technical failure,E17a-A,E17-FA,Eni Energy Netherlands B.V.,Gas,E17,404.413658752
KBB-04,KBB-04,53.32299474,6.28194664,Hydrocarbon exploration,Producing/Injecting,Gas,,,,,,
HON-GT-01-S1,HON-GT-01-S1,52.01534736,4.2253489,Geothermal exploration,Suspended,Water,,,,,,
K06-N-02-S1,K06-N-02-S1,53.69872268,3.74787395,Hydrocarbon development,Abandoned,Technical failure,K06-N,K06-N,TotalEnergies EP Nederland B.V.,Gas,K06,407.643043376
K05-CU-04,K05-CU-04,53.81485488,3.44948345,Hydrocarbon development,Closed-in,Gas shows,K05-C Unit,K05-C Unit,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
G14-B-03-S1,G14-B-03-S1,54.16952079,5.43476596,Hydrocarbon development,Abandoned,Gas,G14-C,G14-C,Neptune Energy Netherlands B.V.,Gas,G14,403.023664182
G14-B-03-S1,G14-B-03-S1,54.16952079,5.43476596,Hydrocarbon development,Abandoned,Gas,G14-A&B,G14-AB,Eni Energy Netherlands B.V.,Gas,,
HON-GT-02,HON-GT-02,52.01532863,4.22523634,Geothermal development,Closed-in,Water,,,,,,
K12-B-10,K12-B-10,53.34115896,3.89550408,Hydrocarbon development,Producing/Injecting,Gas,K12-B,K12-B,Eni Energy Netherlands B.V.,Gas,K12,410.840259954
L11B-A-06-S1,L11B-A-06-S1,53.47247952,4.48953077,Hydrocarbon development,Producing/Injecting,Gas,L11b-A,L11b,ONE-Dyas B.V.,Gas,L11,410.905832572
P09-HORIZON-A-09,P09-HORIZON-A-09,52.55252304,3.74096286,Hydrocarbon development,Abandoned,Technical failure,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,P09,418.770966412
PNA-GT-05-S1,PNA-GT-05-S1,52.02082209,4.42251247,Geothermal development,Producing/Injecting,Water,,,,,,
L05-D-04,L05-D-04,53.81791313,4.51297841,Hydrocarbon development,Producing/Injecting,Gas,L05a-D,L05a-D,Eni Energy Netherlands B.V.,Gas,L05,407.711244377
Q10-A-03-S1,Q10-A-03-S1,52.49568542,4.21470174,Hydrocarbon evaluation,Suspended,Oil and gas,Orion,ORION,Kistos NL2 B.V.,Olie,Q10,420.377447068
L07-01-S1,L07-01-S1,53.60505848,4.07302819,Hydrocarbon exploration,Abandoned,Gas,L07-A,L07-A,Total E&P Nederland B.V.,Gas,L07,409.274288575
L07-B-03-S1,L07-B-03-S1,53.60850445,4.20530923,Hydrocarbon development,Suspended,Gas,L07-B,L07-B,TotalEnergies EP Nederland B.V.,Gas,L07,409.274288575
E17-A-06,E17-A-06,54.09802655,3.36029448,Hydrocarbon development,Plugged,Technical failure,E17a-A,E17-FA,Eni Energy Netherlands B.V.,Gas,E17,404.413658752
L04-A-03-S1,L04-A-03-S1,53.7247004,4.09759426,Hydrocarbon development,Plugged back and sidetracked,Technical failure,L04-A,L04-A,TotalEnergies EP Nederland B.V.,Gas,L04,407.67350406
L04-A-03-S2,L04-A-03-S2,53.7247004,4.09759426,Hydrocarbon development,Closed-in,Gas,L04-A,L04-A,TotalEnergies EP Nederland B.V.,Gas,L04,407.67350406
MSM-01,MSM-01,51.97996723,4.04548476,Hydrocarbon exploration,Suspended,Oil and gas,,,,,,
Q04-11,Q04-11,52.82556766,4.2833188,Hydrocarbon exploration,Abandoned,Gas shows,,,,,Q04,417.22009972
P09-HORIZON-A-09-S1,P09-HORIZON-A-09-S1,52.55252304,3.74096286,Hydrocarbon development,Abandoned,Technical failure,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,P09,418.770966412
TWR-547,TWR-547,52.21655132,6.7589391,Salt mining development,Producing/Injecting,Salt,,,,,,
E17-A-06-S1,E17-A-06-S1,54.09802655,3.36029448,Hydrocarbon development,Suspended,Technical failure,E17a-A,E17-FA,Eni Energy Netherlands B.V.,Gas,E17,404.413658752
PNA-04-S3,PNA-04-S3,52.02989708,4.38335145,Observation,Abandoned,Dry,,,,,,
PNA-04-S4,PNA-04-S4,52.02989708,4.38335145,Observation,Abandoned,Dry,,,,,,
PNA-04-S5,PNA-04-S5,52.02989708,4.38335145,Observation,Abandoned,Dry,,,,,,
PNA-04-S6,PNA-04-S6,52.02989708,4.38335145,Observation,Abandoned,Dry,,,,,,
PNA-04-S7,PNA-04-S7,52.02989708,4.38335145,Observation,Abandoned,Dry,,,,,,
PNA-04-S8,PNA-04-S8,52.02989708,4.38335145,Observation,Abandoned,Dry,,,,,,
PNA-04-S9,PNA-04-S9,52.02989708,4.38335145,Observation,Abandoned,Dry,,,,,,
TWR-558,TWR-558,52.21534494,6.7528028,Salt mining development,Producing/Injecting,Salt,,,,,,
Q10-A-06,Q10-A-06,52.49571002,4.21463153,Hydrocarbon development,Producing/Injecting,Gas,Orion,ORION,Kistos NL2 B.V.,Olie,Q10,420.377447068
E17-A-06-S2,E17-A-06-S2,54.09802655,3.36029448,Hydrocarbon development,Suspended,Gas,E17a-A,E17-FA,Eni Energy Netherlands B.V.,Gas,E17,404.413658752
P09-HORIZON-A-09-S2,P09-HORIZON-A-09-S2,52.55252304,3.74096286,Hydrocarbon development,Abandoned,Oil,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,P09,418.770966412
D12-B-01,D12-B-01,54.40593348,2.81676668,Hydrocarbon development,Producing/Injecting,Gas,D12-D,D12-D,Wintershall Noordzee B.V.,Gas,D12,253.914016906
D15-05-S2,D15-05-S2,54.27771895,2.98834679,Hydrocarbon development,Suspended,Gas,D15 Tourmaline,D15 Tourmaline,Eni Energy Netherlands B.V.,Gas,D15,246.756886787
G14-B-02,G14-B-02,54.16949136,5.43478997,Hydrocarbon evaluation,Abandoned,Gas,G14-C,G14-C,Neptune Energy Netherlands B.V.,Gas,G14,403.023664182
G14-B-02,G14-B-02,54.16949136,5.43478997,Hydrocarbon evaluation,Abandoned,Gas,G14-A&B,G14-AB,Eni Energy Netherlands B.V.,Gas,,
HRL-11,HRL-11,53.19242344,5.49543016,Hydrocarbon development,Suspended,Gas,Harlingen Upper Cretaceous,HRL-UC,Vermilion Energy Netherlands B.V.,Gas,,
HRL-11,HRL-11,53.19242344,5.49543016,Hydrocarbon development,Suspended,Gas,Franeker,FRA,Vermilion Energy Netherlands B.V.,Gas,,
AWG-101-S4,AWG-101-S4,53.49196042,5.9404444,Hydrocarbon development,Producing/Injecting,Gas,Ameland-Westgat,AWG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
K10-B-02,K10-B-02,53.36179141,3.25270961,Hydrocarbon evaluation,Abandoned,Technical failure,K10-B (gas),K10-B,Wintershall Noordzee B.V.,Gas,K10,374.682555089
K18-KOTTER-11,K18-KOTTER-11,53.08148455,3.96443042,Hydrocarbon development,Abandoned,Technical failure,Kotter,Kotter,Wintershall Noordzee B.V.,Olie,K18,414.01740202
P06-A-01-S3,P06-A-01-S3,52.75528393,3.75615363,Hydrocarbon evaluation,Abandoned,Technical failure,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
A12-A-07-S1,A12-A-07-S1,55.39894959,3.81014656,Hydrocarbon development,Suspended,Gas,A12-FA,A12-FA,Petrogas E&P Netherlands B.V.,Gas,A12,389.549146172
K05-F-02-S2,K05-F-02-S2,53.74094451,3.61690264,Hydrocarbon development,Abandoned,Gas,K05-F,K05-F,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
HRL-11-S1,HRL-11-S1,53.19242344,5.49543016,Hydrocarbon development,Suspended,Gas,Harlingen Upper Cretaceous,HRL-UC,Vermilion Energy Netherlands B.V.,Gas,,
HRL-11-S1,HRL-11-S1,53.19242344,5.49543016,Hydrocarbon development,Suspended,Gas,Franeker,FRA,Vermilion Energy Netherlands B.V.,Gas,,
K12-K-02,K12-K-02,53.42279157,3.96034626,Hydrocarbon development,Closed-in,Gas,K12-K,K12-K,Eni Energy Netherlands B.V.,Gas,K12,410.840259954
FAN-01,FAN-01,53.23457928,6.38014167,Hydrocarbon exploration,Producing/Injecting,Gas,,,,,,
G16-A-03,G16-A-03,54.12543416,5.20227524,Hydrocarbon exploration,Producing/Injecting,Gas,G16a-A,G16-FA,Eni Energy Netherlands B.V.,Gas,G16,404.59999632
K13-DE-04,K13-DE-04,53.28098272,3.21126669,Hydrocarbon development,Abandoned,Dry,K13-DE,K13-DE,Wintershall Noordzee B.V.,Gas,K13,323.903167989
K13-A-07,K13-A-07,53.21748074,3.21907435,Hydrocarbon development,Abandoned,Technical failure,K13-A,K13-A,Wintershall Noordzee B.V.,Gas,K13,323.903167989
K13-A-06,K13-A-06,53.21748074,3.21907435,Hydrocarbon development,Abandoned,Technical failure,K13-A,K13-A,Wintershall Noordzee B.V.,Gas,K13,323.903167989
K13-A-05,K13-A-05,53.21748074,3.21907435,Hydrocarbon development,Abandoned,Technical failure,K13-A,K13-A,Wintershall Noordzee B.V.,Gas,K13,323.903167989
SPG-01-S1,SPG-01-S1,51.66674449,5.05920058,Hydrocarbon evaluation,Suspended,Technical failure,,,,,,
WWN-01-S1,WWN-01-S1,51.69666517,5.06474183,Hydrocarbon evaluation,Suspended,Technical failure,,,,,,
K13-CF-01-S1,K13-CF-01-S1,53.30978928,3.21359916,Hydrocarbon development,Abandoned,Technical failure,K13-CF,K13-CF,Wintershall Noordzee B.V.,Gas,K13,323.903167989
K10-B-05,K10-B-05,53.36179141,3.25270961,Hydrocarbon development,Abandoned,Technical failure,K10-B (gas),K10-B,Wintershall Noordzee B.V.,Gas,K10,374.682555089
K10-B-10,K10-B-10,53.36181911,3.25257071,Hydrocarbon development,Abandoned,Technical failure,K10-B (gas),K10-B,Wintershall Noordzee B.V.,Gas,K10,374.682555089
K13-A-03,K13-A-03,53.21748074,3.21907435,Hydrocarbon development,Abandoned,Technical failure,K13-A,K13-A,Wintershall Noordzee B.V.,Gas,K13,323.903167989
KWR-02,KWR-02,53.13168278,6.7742193,Hydrocarbon development,Plugged,Gas,,,,,,
WAH-02,WAH-02,52.70503141,4.74909099,Hydrocarbon exploration,Abandoned,Dry,,,,,,
P02-10-S1,P02-10-S1,52.90728829,3.45507734,Hydrocarbon evaluation,Abandoned,Gas,,,,,P02,415.586841923
E17-A-04-S1,E17-A-04-S1,54.09803356,3.36023383,Hydrocarbon development,Suspended,Gas,E17a-A,E17-FA,Eni Energy Netherlands B.V.,Gas,E17,404.413658752
L04-A-07-S1,L04-A-07-S1,53.72466328,4.09756196,Hydrocarbon development,Producing/Injecting,Gas,L04-A,L04-A,TotalEnergies EP Nederland B.V.,Gas,L04,407.67350406
F17-10,F17-10,54.04278704,4.57094024,Hydrocarbon exploration,Abandoned,Oil,F17-NE (Rembrandt),F17-FC,Wintershall Noordzee B.V.,Olie,F17,404.497391234
K18-G-04,K18-G-04,53.17230059,3.96899803,Hydrocarbon development,Closed-in,Gas,K18-Golf,K18-Golf,Wintershall Noordzee B.V.,Gas,K15,412.433446455
VKG-02,VKG-02,52.85901424,6.12613376,Hydrocarbon exploration,Producing/Injecting,Gas,Vinkega,VKG,Vermilion Energy Netherlands B.V.,Gas,,
WAH-02-S1,WAH-02-S1,52.70503141,4.74909099,Hydrocarbon exploration,Abandoned,Dry,,,,,,
NOR-416,NOR-416,53.09397064,6.42911136,Gas storage development,Producing/Injecting,Gas,Norg,NOR,Nederlandse Aardolie Maatschappij B.V.,Gas,,
K18-09,K18-09,53.14724864,3.97976776,Hydrocarbon exploration,Suspended,Gas,,,,,K18,414.01740202
DKK-04,DKK-04,53.01037288,6.21558976,Hydrocarbon evaluation,Abandoned,Gas,Donkerbroek-Main,DKK,Kistos NL1 B.V.,Gas,,
CAL-GT-01-S1,CAL-GT-01-S1,51.42139069,6.09016157,Geothermal exploration,Closed-in,Water,,,,,,
D15-FA-105,D15-FA-105,54.32491182,2.93430327,Hydrocarbon development,Suspended,Gas,D15a-A,D15-A,Eni Energy Netherlands B.V.,Gas,D15,246.756886787
K04-Z-01,K04-Z-01,53.7265365,3.08370858,Hydrocarbon development,Closed-in,Gas,K04a-Z,K04-Z,TotalEnergies EP Nederland B.V.,Gas,K04,407.616754379
MON-04,MON-04,52.03297913,4.18612286,Hydrocarbon evaluation,Closed-in,Gas,Monster,MON,Nederlandse Aardolie Maatschappij B.V.,Gas,,
WYK-35,WYK-35,52.70571284,6.30813119,Hydrocarbon development,Producing/Injecting,Gas,De Wijk,WYK,Nederlandse Aardolie Maatschappij B.V.,Gas,,
L11B-A-08,L11B-A-08,53.4725229,4.48949086,Hydrocarbon evaluation,Producing/Injecting,Gas,L11b-A,L11b,ONE-Dyas B.V.,Gas,L11,410.905832572
K08-FA-308-S1,K08-FA-308-S1,53.54142395,3.42213524,Hydrocarbon exploration,Suspended,Technical failure,,,,,K08,409.224287729
L10-L-05,L10-L-05,53.41849837,4.18353501,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,L10-CDA,L10-CDA,Eni Energy Netherlands B.V.,Gas,L10,410.868387744
ERW-02,ERW-02,53.13576388,5.93720891,Hydrocarbon evaluation,Producing/Injecting,Gas,Leeuwarden-Nijega,LW-NIJ,Vermilion Energy Netherlands B.V.,Gas,,
ERW-02,ERW-02,53.13576388,5.93720891,Hydrocarbon evaluation,Producing/Injecting,Gas,Eernewoude,ERW,Vermilion Energy Netherlands B.V.,Gas,,
TWR-514,TWR-514,52.20156077,6.83960266,Salt mining development,Closed-in,Salt,,,,,,
K08-FA-308-S2,K08-FA-308-S2,53.54142395,3.42213524,Hydrocarbon exploration,Closed-in,Gas,,,,,K08,409.224287729
K12-19-S1,K12-19-S1,53.45848143,3.90441448,Hydrocarbon exploration,Abandoned,Gas,K12-C,K12-C,Neptune Energy Netherlands B.V.,Gas,K12,410.840259954
P15-20,P15-20,52.22254942,3.73956434,Hydrocarbon exploration,Suspended,Gas,P15-13,P15-13,TAQA Offshore B.V.,Gas,P15,421.916427151
HVM-02,HVM-02,53.18863195,5.42614902,Salt mining development,Plugged back and sidetracked,Technical failure,,,,,,
WSF-01-S1,WSF-01-S1,52.90320788,6.13526438,Hydrocarbon exploration,Producing/Injecting,Gas,Weststellingwerf,WSF,Vermilion Energy Netherlands B.V.,Gas,,
TWR-549,TWR-549,52.21656642,6.75197301,Salt mining development,Producing/Injecting,Salt,,,,,,
L07-B-06-S1,L07-B-06-S1,53.60816455,4.20576096,Hydrocarbon development,Abandoned,Gas,L07-B,L07-B,TotalEnergies EP Nederland B.V.,Gas,L07,409.274288575
TWR-548,TWR-548,52.21892211,6.75437749,Salt mining development,Producing/Injecting,Salt,,,,,,
D12-B-02,D12-B-02,54.40590471,2.81676065,Hydrocarbon development,Producing/Injecting,Gas,D12-D,D12-D,Wintershall Noordzee B.V.,Gas,D12,253.914016906
L07-N-02,L07-N-02,53.57205852,4.17533731,Hydrocarbon development,Abandoned,Technical failure,L07-N,L07-N,Total E&P Nederland B.V.,Gas,L07,409.274288575
L07-N-02-S1,L07-N-02-S1,53.57205852,4.17533731,Hydrocarbon development,Abandoned,Technical failure,L07-N,L07-N,Total E&P Nederland B.V.,Gas,L07,409.274288575
L07-N-02-S2,L07-N-02-S2,53.57205852,4.17533731,Hydrocarbon development,Abandoned,Technical failure,L07-N,L07-N,Total E&P Nederland B.V.,Gas,L07,409.274288575
L07-N-02-S3,L07-N-02-S3,53.57205852,4.17533731,Hydrocarbon development,Abandoned,Technical failure,L07-N,L07-N,Total E&P Nederland B.V.,Gas,L07,409.274288575
LTG-GT-04,LTG-GT-04,52.75344467,5.84257742,Geothermal development,Producing/Injecting,Water,,,,,,
HVM-02-S1,HVM-02-S1,53.18863195,5.42614902,Salt mining development,Suspended,Technical failure,,,,,,
G18-02,G18-02,54.02976659,5.96100211,Hydrocarbon exploration, ,Gas shows,,,,,G18,404.742321299
SPKO-04,SPKO-04,51.84276504,4.36234726,Hydrocarbon exploration,Closed-in,Gas,,,,,,
TNT-GT-01,TNT-GT-01,51.8992732,4.13448332,Geothermal development,Plugged back and sidetracked,Water,,,,,,
TWR-555,TWR-555,52.22175067,6.74324757,Salt mining development,Producing/Injecting,Salt,,,,,,
TWR-556,TWR-556,52.22035763,6.74267826,Salt mining development,Producing/Injecting,Salt,,,,,,
NLW-GT-03,NLW-GT-03,51.98972753,4.2395,Geothermal development,Plugged back and sidetracked,Technical failure,,,,,,
NLW-GT-04,NLW-GT-04,51.98968329,4.23957247,Geothermal development,Producing/Injecting,Water,,,,,,
TNT-GT-02,TNT-GT-02,51.8992199,4.13454293,Geothermal development,Producing/Injecting,Water,,,,,,
AKM-14,AKM-14,53.11814521,5.99196573,Hydrocarbon development,Abandoned,Technical failure,Akkrum 1,AKM1,Chevron U.S.A. Inc.,Gas,,
D12-B-03,D12-B-03,54.4058858,2.81673916,Hydrocarbon exploration,Plugged back and sidetracked,Gas,D12-D,D12-D,Wintershall Noordzee B.V.,Gas,D12,253.914016906
TWR-552,TWR-552,52.21898757,6.74546761,Salt mining development,Producing/Injecting,Salt,,,,,,
HVM-02-S2,HVM-02-S2,53.18863195,5.42614902,Salt mining development,Producing/Injecting,Salt,,,,,,
L13-FC-104-S2,L13-FC-104-S2,53.2833966,4.20835821,Hydrocarbon development,Suspended,Technical failure,,,,,L13,412.461310122
L13-FC-105,L13-FC-105,53.2833966,4.20835821,Hydrocarbon development,Plugged back and sidetracked,Technical failure,,,,,L13,412.461310122
L13-FE-101,L13-FE-101,53.3131619,4.24673597,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,L13-FE,L13-FE,Tenaz Energy Netherlands B.V.,Gas,L13,412.461310122
L15-FA-103,L15-FA-103,53.32956038,4.83073635,Hydrocarbon development,Plugged back and sidetracked,Technical failure,L15b-A,L15-FA,Eni Energy Netherlands B.V.,Gas,L15,187.348929559
L15-FA-103-S1,L15-FA-103-S1,53.32956038,4.83073635,Hydrocarbon development,Suspended,Technical failure,L15b-A,L15-FA,Eni Energy Netherlands B.V.,Gas,L15,187.348929559
L15-FA-103-S2,L15-FA-103-S2,53.32956038,4.83073635,Hydrocarbon development,Suspended,Technical failure,L15b-A,L15-FA,Eni Energy Netherlands B.V.,Gas,L15,187.348929559
L15-FA-103-S3,L15-FA-103-S3,53.32956038,4.83073635,Hydrocarbon development,Suspended,Technical failure,L15b-A,L15-FA,Eni Energy Netherlands B.V.,Gas,L15,187.348929559
L15-FA-103-S4,L15-FA-103-S4,53.32956038,4.83073635,Hydrocarbon development,Suspended,Technical failure,L15b-A,L15-FA,Eni Energy Netherlands B.V.,Gas,L15,187.348929559
LWO-01,LWO-01,53.40987288,6.21311259,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,,,,,,
LWO-01-S1,LWO-01-S1,53.40987288,6.21311259,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,,,,,,
MAR-102,MAR-102,53.13275286,6.18834289,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Marum,MAR,Nederlandse Aardolie Maatschappij B.V.,Gas,,
MID-103,MID-103,52.55524713,4.99217095,Hydrocarbon evaluation,Abandoned,Technical failure,Middelie,MID,Nederlandse Aardolie Maatschappij B.V.,Gas,,
MID-104-S1,MID-104-S1,52.55525249,4.99172929,Hydrocarbon evaluation,Abandoned,Technical failure,Middelie,MID,Nederlandse Aardolie Maatschappij B.V.,Gas,,
MID-104-S3,MID-104-S3,52.55525249,4.99172929,Observation,Abandoned,Dry,Middelie,MID,Nederlandse Aardolie Maatschappij B.V.,Gas,,
MWD-09,MWD-09,53.18308738,7.0187446,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
MGT-01,MGT-01,53.40323584,6.06861015,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,Nes,NES,Nederlandse Aardolie Maatschappij B.V.,Gas,,
MGT-01-S1,MGT-01-S1,53.40323584,6.06861015,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,Nes,NES,Nederlandse Aardolie Maatschappij B.V.,Gas,,
MKZ-02-S1,MKZ-02-S1,53.32577064,6.28248582,Hydrocarbon development,Plugged back and sidetracked,Technical failure,,,,,,
MKZ-02-S2,MKZ-02-S2,53.32577064,6.28248582,Hydrocarbon development,Plugged back and sidetracked,Technical failure,,,,,,
MKZ-04,MKZ-04,53.32575299,6.28270708,Hydrocarbon development,Plugged back and sidetracked,Technical failure,,,,,,
SCH-152-S3,SCH-152-S3,52.65026284,6.91564934,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-153,SCH-153,52.64716574,6.93203404,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-154,SCH-154,52.66484462,6.82091869,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
