well_id,well_name,latitude,longitude,coordinate_system,well_type,status,result,trajectory,operator,drilling_contractor,platform,start_date,end_date,end_depth_m,end_depth_unit,vertical_depth_m,true_vertical_depth_m,deviation_m,max_deviation_m,field_name,field_code,field_operator,field_result,field_status,block_name,block_area_sqkm,in_field,in_block,field_count,block_count
TWR-006,TWR-006,52.24543952,6.79136492,RD,Salt mining development,Abandoned,Salt,Vertical,Koninklijke Nederlandsche Zoutindustrie, , ,1936-01-17,1936-04-03,389.2,Maaiveld,389.2,369.85,,,,,,,,,,No,No,0,0
EKR-209,EKR-209,53.17360648,6.95660682,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1971-10-11,1971-10-31,2815,Rotary Table,2810.08,2802.54,-43.5,-41.02,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
EKR-210,EKR-210,53.17353877,6.95556586,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1972-10-01,1972-11-06,2831,Rotary Table,2800.01,2792.5,9.01,318.88,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ELV-101,ELV-101,52.95702128,6.5770446,RD,Hydrocarbon exploration,Producing/Injecting,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag,National 80B,1971-08-24,1971-11-09,3550,Rotary Table,3548.35,3529.91,-59.45,-57.4,Eleveld,ELV,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
ELV-102,ELV-102,52.95706212,6.57660744,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1974-10-15,1975-01-13,3807,Rotary Table,3313.55,3294.49,-24.91,-1481.8,Eleveld,ELV,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
EMC-01-S1,EMC-01-S1,52.802015,7.06330848,RD,Hydrocarbon exploration,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag,T-27,1978-11-13,1979-01-20,4432,Rotary Table,4391.37,4368.08,231.19,32.41,,,,,,,,No,No,0,0
EMM-01,EMM-01,52.80609699,6.93736928,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1948-04-20,1948-06-26,1412.2,Rotary Table,1411.97,1386.71,-0.56,16.84,Emmen; Roswinkel,EMM; RSW,Nederlandse Aardolie Maatschappij B.V.; Nederlandse Aardolie Maatschappij B.V.,Gas; Gas,Abandoned; Abandoned,,,Yes,No,2,0
EMM-02,EMM-02,52.78188085,6.94431267,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1948-11-22,1949-03-19,1656,Rotary Table,1653.46,1626.24,-2.45,73.76,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-03,EMM-03,52.83352614,7.02232118,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1949-03-30,1949-05-05,1051.7,Rotary Table,1051.43,1034.76,-0.68,20.44,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-04,EMM-04,52.86448251,7.01845785,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1951-01-02,1951-03-25,1787,Rotary Table,1785.63,1770.95,-1.83,54.94,,,,,,,,No,No,0,0
EMM-05,EMM-05,52.81820425,7.03945885,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Boormaatschappij N.V. (Drilvo),Ideal 50,1954-02-26,1954-03-22,1142.8,Rotary Table,1142.63,1125.02,-0.51,15.2,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-06,EMM-06,52.78836274,6.8660783,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Boormaatschappij N.V. (Drilvo),Ideal 50,1954-06-21,1954-07-15,1379.5,Rotary Table,1378.51,1358.25,-1.4,42.22,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-07,EMM-07,52.78165674,6.84247915,RD,Hydrocarbon exploration,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1969-01-12,1969-06-19,4364,Rotary Table,4355.42,4332.72,-65.54,171.79,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-08,EMM-08,52.77739625,6.86449337,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1976-03-18,1976-08-22,4370,Rotary Table,4139.43,4113.31,1017.79,-310.27,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-08-S1,EMM-08-S1,52.77739625,6.86449337,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-105,1995-12-07,1996-03-12,5581,Rotary Table,3726.44,3700.32,3090.8,856.23,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-08-S2,EMM-08-S2,52.77739625,6.86449337,RD,Hydrocarbon development,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-46,2003-07-26,2003-08-14,4748.6,Rotary Table,,,,,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-09,EMM-09,52.77713128,6.86457322,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1976-10-02,1977-03-11,4591,Rotary Table,3920.9,3894.76,1970.78,702.96,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-09-S1,EMM-09-S1,52.77713128,6.86457322,RD,Hydrocarbon development,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-104,1994-09-26,1994-11-13,4504,Rotary Table,3698.84,3672.7,2107.02,637.12,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-09-S4,EMM-09-S4,52.77713128,6.86457322,RD,Hydrocarbon development,Suspended,Gas,Horizontal,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-104,1995-05-07,1995-05-16,4492,Rotary Table,3700.04,3673.9,1669.06,565.45,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-10,EMM-10,52.79554211,6.86038074,RD,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1978-02-23,1978-06-03,4145,Rotary Table,3858.76,3833.68,430.66,1092.9,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-11-S2,EMM-11-S2,52.76517432,6.85107685,RD,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1979-03-07,1979-06-23,4567,Rotary Table,4331.72,4308.57,819.61,-714.22,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-12,EMM-12,52.79527952,6.86027641,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-27,1979-10-13,1980-02-10,4544,Rotary Table,3843.48,3815.87,2082.61,-18.16,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-12-S1,EMM-12-S1,52.79527952,6.86027641,RD,Hydrocarbon development,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1990-06-27,1990-07-19,4300.5,Rotary Table,3687.57,3659.96,1882.34,-12.33,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-13-S2,EMM-13-S2,52.7649663,6.85079504,RD,Hydrocarbon evaluation,Abandoned,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-27,1981-09-12,1982-01-06,4235,Rotary Table,3846.33,3820.56,-633.98,-1408.72,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-13-S3,EMM-13-S3,52.7649663,6.85079504,RD,Hydrocarbon development,Abandoned,Gas shows,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,N1320,1987-09-10,1987-10-02,4041,Rotary Table,3667.25,3641.1,-636.01,-1331.65,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-14,EMM-14,52.79175713,6.96296187,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1981-10-26,1982-05-01,4350,Rotary Table,4319.72,4298.86,-247.58,298.11,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-15-S1,EMM-15-S1,52.79547915,6.86081323,RD,Hydrocarbon evaluation,Abandoned,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,N 1320,1982-03-30,1982-04-21,4715,Rotary Table,4006.15,3978.7,1819.63,1432.07,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-15-S2,EMM-15-S2,52.79547915,6.86081323,RD,Hydrocarbon evaluation,Abandoned,Gas shows,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,N 1320,1982-04-24,1982-05-08,4525,Rotary Table,3836.3,3808.85,1781.81,1308.74,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMM-16,EMM-16,52.79146929,7.00483443,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-27,1982-01-17,1982-04-25,4213,Rotary Table,4109,4086.59,-417.59,611.88,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
EMO-01,EMO-01,52.71276464,5.80533636,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Petroland B.V.,Forex,National 55,1968-11-04,1969-01-11,2547.7,Rotary Table,2547.7,2545.7,,,,,,,,,,No,No,0,0
ENA-01-S2,ENA-01-S2,52.70732846,6.87067812,RD,Hydrocarbon exploration,Plugged back and sidetracked,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1969-09-04,1969-10-20,3710,Rotary Table,3704.75,3684.34,-31.52,-122.68,Emmen-Nieuw Amsterdam,ENA,Nederlandse Aardolie Maatschappij B.V.,Gas,Temporarily abandoned,,,Yes,No,1,0
ENA-01-S4,ENA-01-S4,52.70732846,6.87067812,RD,Hydrocarbon evaluation,Producing/Injecting,Gas,Horizontal,Nederlandse Aardolie Maatschappij B.V.,Baker Hughes Inteq.,Galileo Hybrid Unit,1999-02-08,1999-02-22,3798,Rotary Table,3259.92,3239.51,-543.07,-218.19,Emmen-Nieuw Amsterdam,ENA,Nederlandse Aardolie Maatschappij B.V.,Gas,Temporarily abandoned,,,Yes,No,1,0
ENA-02,ENA-02,52.70723957,6.87065662,RD,Hydrocarbon development,Abandoned,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1980-08-21,1981-02-03,3541,Rotary Table,3218.11,3197.75,938.3,-485.18,Emmen-Nieuw Amsterdam,ENA,Nederlandse Aardolie Maatschappij B.V.,Gas,Temporarily abandoned,,,Yes,No,1,0
ENA-02-S1,ENA-02-S1,52.70723957,6.87065662,RD,Hydrocarbon development,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1982-03-08,1982-04-11,3700,Rotary Table,3331.03,3310.54,1049.63,-476.83,Emmen-Nieuw Amsterdam,ENA,Nederlandse Aardolie Maatschappij B.V.,Gas,Temporarily abandoned,,,Yes,No,1,0
ENS-01,ENS-01,52.25035952,6.93909282,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,Erdöl Niederlande,Bataafse Petroleum Maatschappij,Conrad Counterflush II,1943-01-27,1943-03-03,482,Rotary Table,481,428,-8.96,27.32,,,,,,,,No,No,0,0
ENS-02,ENS-02,52.27345466,6.94304946,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Erdöl Niederlande,Bataafse Petroleum Maatschappij,Conrad Counterflush II,1943-03-11,1943-05-13,596.4,Rotary Table,596.4,546.4,,,,,,,,,,No,No,0,0
EPE-01,EPE-01,52.31955863,5.95728955,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Amoco Netherlands Petroleum Company,KCA Deutag Drilling Ltd,IDECO TI-525-D,1971-08-27,1971-09-25,1866,Kelly Bushing,1866,1842.6,,,,,,,,,,No,No,0,0
ERM-01-S1,ERM-01-S1,52.29842294,5.60513934,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1969-12-01,1969-12-14,2649.5,Rotary Table,2618.88,2602.28,266.84,-186.15,,,,,,,,No,No,0,0
ERW-01,ERW-01,53.13595469,5.93737674,RD,Hydrocarbon exploration,Producing/Injecting,Gas,Vertical,Petroland B.V.,Forex,GB. 800,1965-10-15,1965-12-04,2479.5,Rotary Table,2479.5,2474.88,,,Leeuwarden-Nijega; Eernewoude,LW-NIJ; ERW,Vermilion Energy Netherlands B.V.; Vermilion Energy Netherlands B.V.,Gas; Gas,In production; Temporarily abandoned,,,Yes,No,2,0
ETV-01,ETV-01,53.05137574,6.78930502,RD,Hydrocarbon evaluation,Plugged back and sidetracked,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1977-12-20,1978-04-13,3315,Rotary Table,3079.35,3070.39,251.82,911.53,Annerveen,AVN,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Depleted,,,Yes,No,1,0
ETV-01-S2,ETV-01-S2,53.05137574,6.78930502,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1978-04-26,1978-05-27,3240,Rotary Table,3100.7,3091.74,305.89,700.27,Annerveen,AVN,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Depleted,,,Yes,No,1,0
EVD-01,EVD-01,51.95884214,5.12528361,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V., , ,1965-08-06,1965-09-17,2197.5,Rotary Table,2181.07,2174.75,40.43,155.96,,,,,,,,No,No,0,0
EXO-01,EXO-01,52.9065333,6.91181411,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Forex,Ideal 110,1965-04-11,1965-06-03,2944,Rotary Table,2940.84,2925.59,-38.64,4.99,,,,,,,,No,No,0,0
FIN-OBS,FIN-OBS,53.21351763,7.11980982,RD,Observation,Abandoned,Dry,Vertical,NAM, , ,1970-04-28,1970-05-01,396,Rotary Table,396,391.44,-0.03,0.86,,,,,,,,No,No,0,0
FLN-01,FLN-01,52.37669444,6.80857989,RD,Salt exploration,Abandoned,Salt,Vertical,Koninklijke Nederlandsche Zoutindustrie,KCA Deutag Drilling Ltd,Ideco H 525,1965-10-25,1966-01-21,1968.3,Rotary Table,1967.32,1949.19,2.9,-8.66,,,,,,,,No,No,0,0
FRA-01-S1,FRA-01-S1,53.19210379,5.49416108,RD,Hydrocarbon exploration,Suspended,Gas,Deviated,Petroland B.V.,Deutsche Schachtbau und Tiefbahrgesellschaft,National 80B,1978-05-17,1978-06-11,1837,Rotary Table,1832.46,1826.57,-9.72,102.22,Harlingen Upper Cretaceous; Franeker,HRL-UC; FRA,Vermilion Energy Netherlands B.V.; Vermilion Energy Netherlands B.V.,Gas; Gas,Depleted; Depleted,,,Yes,No,2,0
FRB-01,FRB-01,53.18920412,6.78310706,RD,Hydrocarbon evaluation,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1966-01-07,1966-02-07,2889,Rotary Table,2885.01,2879.5,-65.79,-43.57,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
FRB-02,FRB-02,53.18858217,6.78326624,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1969-03-14,1969-04-03,2898,Rotary Table,2894.06,2887.41,-76.98,-38.68,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
FRB-03,FRB-03,53.18848736,6.78223138,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1969-04-08,1969-04-23,2886,Rotary Table,2881.33,2874.68,-96.13,-39.21,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
FRB-04,FRB-04,53.18839254,6.78119624,RD,Hydrocarbon development,Closed-in,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1969-05-29,1969-06-18,3023.5,Rotary Table,3021.51,3014.87,-59.16,-10.86,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
FRB-05,FRB-05,53.18829772,6.78016124,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1969-06-19,1969-08-23,2890,Rotary Table,2886.75,2880.15,-19.3,-16.67,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
FRB-06,FRB-06,53.18910905,6.78207068,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1969-08-24,1969-09-09,2890,Rotary Table,2884.76,2878.01,-108.62,-19.62,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
FRB-07,FRB-07,53.18901378,6.78103611,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1970-09-30,1970-10-16,2900,Rotary Table,2895.77,2889.07,-80.29,-3.12,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
FRB-08,FRB-08,53.18891939,6.78000156,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1975-04-20,1975-05-17,2896,Rotary Table,2887.96,2881.28,-132.08,-7.44,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
GAG-01,GAG-01,51.95345814,4.23633698,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,NAM, , ,1971-11-22,1972-02-20,3659,Rotary Table,3642.72,3636.71,79.9,76.25,,,,,,,,No,No,0,0
GAG-02-S1,GAG-02-S1,51.95348581,4.23640901,RD,Hydrocarbon exploration,Producing/Injecting,Gas,Deviated,NAM, , ,1982-07-30,1982-08-20,3260,Rotary Table,3203.22,3197.01,350.25,238.8,Gaag,GAG,,,,,,No,No,0,0
SCH-119,SCH-119,52.6569411,6.88315571,RD,Hydrocarbon development,Abandoned,Oil,Vertical,NAM, , ,1950-05-27,1950-06-17,826,Rotary Table,825.96,812.43,-5.91,2.84,Schoonebeek Olie; Schoonebeek Gas,SCHO; SCHG,Nederlandse Aardolie Maatschappij B.V.; Nederlandse Aardolie Maatschappij B.V.,Olie; Gas,Temporarily abandoned; In production,,,Yes,No,2,0
SCH-119-S1,SCH-119-S1,52.6569411,6.88315571,RD,Hydrocarbon development,Abandoned,Oil,Vertical,NAM, , ,1978-06-24,1978-07-03,825.5,Rotary Table,825.01,811.48,2.74,-4.12,Schoonebeek Olie; Schoonebeek Gas,SCHO; SCHG,Nederlandse Aardolie Maatschappij B.V.; Nederlandse Aardolie Maatschappij B.V.,Olie; Gas,Temporarily abandoned; In production,,,Yes,No,2,0
GEL-01,GEL-01,52.00421626,6.64260679,RD,Exploration,Abandoned,Salt,Vertical,Nederlandse Maatschappij tot het Verrichten van Mijnbouwkundige Werken, , ,1924-05-01,1925-06-01,1017,Rotary Table,1017,988,,,,,,,,,,No,No,0,0
GEL-02,GEL-02,52.03275399,6.64705036,RD,Exploration,Abandoned,Salt,Vertical,Mees & Hope, , ,1924-10-01,1925-12-01,941.5,Rotary Table,941.5,915.5,,,,,,,,,,No,No,0,0
GEL-03,GEL-03,52.06140813,6.63210703,RD,Exploration,Abandoned,Salt,Vertical,Mees & Hope, , ,1925-11-01,1928-04-01,1329.1,Rotary Table,1329.1,1302.1,,,,,,,,,,No,No,0,0
GEL-04,GEL-04,52.04046296,6.59770686,RD,Exploration,Abandoned,Salt,Vertical,Mees & Hope, , ,1925-03-01,1927-04-01,1358.6,Rotary Table,1358.6,1336.6,,,,,,,,,,No,No,0,0
GEL-05,GEL-05,52.01517601,6.70890922,RD,Exploration,Abandoned,Salt,Vertical,Mees & Hope, , ,1926-03-01,1927-10-01,1263.02,Rotary Table,1263.02,1231.02,,,,,,,,,,No,No,0,0
GGT-01,GGT-01,53.2428772,6.22350004,RD,Hydrocarbon exploration,Suspended,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1960-10-29,1961-01-28,3022,Rotary Table,3019.45,3013.43,-58.06,22.13,Grootegast,GGT,,,,,,No,No,0,0
MID-OBS,MID-OBS,52.55489014,4.9924919,RD,Observation,Suspended, ,Vertical,Nederlandse Aardolie Maatschappij B.V.,Deutag Drilling,Ideco H 30,1976-01-08,1976-01-12,305,Maaiveld,305,307.44,,,Middelie,MID,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
PRW-OBS,PRW-OBS,51.89124714,4.3699938,RD,Observation,Observing,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Haitjema & Zn B.V.,HL 1000,1991-03-11,1991-03-19,447,Maaiveld,447,444.08,-0.18,-0.46,Pernis-West,PRW,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
ACA-11,ACA-11,51.43503877,5.98136045,RD,Coal exploration,Abandoned,Coal,Vertical,ROVD,Lubo Drill / Mynbouwk. Werken, ,1909-04-05,1910-01-19,1201,Rotary Table,1201,1171.7,,,,,,,,,,No,No,0,0
AHM-01,AHM-01,51.92868061,5.90929597,RD,Hydrocarbon exploration,Abandoned,Oil,Vertical,Erdöl Niederlande,Bataafse Petroleum Maatschappij,Conrad Counterflush III,1944-01-03,1944-02-15,662,Rotary Table,662,650.99,,,,,,,,,,No,No,0,0
AHO-E-55,AHO-E-55,51.91313558,4.47175851,RD,Geological exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V., ,1955-05-10,1955-09-24,1406,Rotary Table,1406,1405.88,,,,,,,,,,No,No,0,0
AKM-01,AKM-01,53.12231964,5.98419852,RD,Hydrocarbon exploration,Abandoned,Gas,Vertical,American Overseas Petroleum Limited,Drilexco N.V.,Rig No. 6,1965-05-11,1965-07-19,2491.8,Rotary Table,2491.57,2486.57,-0.98,29.34,Akkrum 1,AKM1,Chevron U.S.A. Inc.,Gas,Abandoned,,,Yes,No,1,0
AKM-02,AKM-02,53.07584992,5.82229152,RD,Hydrocarbon evaluation,Abandoned,Gas and oil shows,Vertical,American Overseas Petroleum Limited,Drilexco N.V.,Rig No. 6,1965-08-09,1965-10-12,2487,Rotary Table,2486.22,2480.74,-1.69,50.55,,,,,,,,No,No,0,0
AKM-03,AKM-03,53.09465679,6.02271998,RD,Exploration,Abandoned,Gas,Vertical,American Overseas Petroleum Limited,Forex,National 55,1965-08-29,1965-10-24,2427,Kelly Bushing,2426.68,2421.68,-10.22,5.6,Akkrum 3,AKM3,Chevron U.S.A. Inc.,Gas,Abandoned,,,Yes,No,1,0
AKM-04,AKM-04,53.08208233,5.91117483,RD,Hydrocarbon evaluation,Abandoned,Gas,Deviated,American Overseas Petroleum Limited,Drilexco N.V.,Rig No. 6,1965-12-06,1966-02-11,2362,Kelly Bushing,2350.78,2345.28,101.11,-32.35,Akkrum 13,AKM13,Chevron U.S.A. Inc.,Gas,Abandoned,,,Yes,No,1,0
AKM-05,AKM-05,53.05664566,6.11477885,RD,Hydrocarbon exploration,Abandoned,Gas and oil shows,Vertical,Chevron Oil Company of the Netherlands,Deutag,EMSCO,1968-12-18,1969-01-29,2412,Kelly Bushing,2412,2404.99,,,,,,,,,,No,No,0,0
AKM-06,AKM-06,53.11942308,6.00552509,RD,Hydrocarbon development,Abandoned,Gas,Vertical,Chevron Oil Company of the Netherlands,KCA Deutag Drilling Ltd,Franks Explorer 900,1976-05-19,1976-06-17,1945,Kelly Bushing,1945,1940.26,,,Akkrum 1,AKM1,Chevron U.S.A. Inc.,Gas,Abandoned,,,Yes,No,1,0
AKM-07,AKM-07,53.11498178,6.02999114,RD,Hydrocarbon development,Abandoned,Gas,Deviated,Chevron International Oil Company B.V.,Deutsche Schacht- und Tiefbohr GmbH,Franks Explorer 900,1977-07-28,1977-09-04,2095,Kelly Bushing,1940.68,1934.48,-540.95,-248.44,Leeuwarden-Nijega,LW-NIJ,,,,,,No,No,0,0
AKM-08,AKM-08,53.12347457,5.98438681,RD,Hydrocarbon development,Abandoned,Gas,Deviated,Chevron Oil Company of the Netherlands,Deutsche Schachtbau und Tiefbohr GMBH,Franks Explorer 900,1977-06-09,1977-07-24,2002.5,Kelly Bushing,1955.4,1949.37,313.72,42.53,Akkrum 1,AKM1,Chevron U.S.A. Inc.,Gas,Abandoned,,,Yes,No,1,0
