well_id,well_name,latitude,longitude,coordinate_system,well_type,status,result,trajectory,operator,drilling_contractor,platform,start_date,end_date,end_depth_m,end_depth_unit,vertical_depth_m,true_vertical_depth_m,deviation_m,max_deviation_m,field_name,field_code,field_operator,field_result,field_status,block_name,block_area_sqkm,in_field,in_block,field_count,block_count
F06-01-S1,F06-01-S1,54.82852673,4.6782848,ED50-NEDTM,Hydrocarbon evaluation,Abandoned,Oil and gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Santa Fe Drilling Company (North Sea) Ltd.,Britannia,1981-11-04,1982-01-02,3360,Rotary Table,3355.77,3327.05,16.19,79.68,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,In production,F06,398.091173225,Yes,Yes,1,1
F07-01,F07-01,54.55247872,4.05244171,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Conoco,Maersk Supply Services, ,1970-11-23,1970-12-15,2195,Kelly Bushing,2195,2158.3,,,,,,,,F07,399.614179704,No,Yes,0,1
F08-01,F08-01,54.63959942,4.6424265,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Mobil, , ,1977-05-01,1977-06-01,2591,Rotary Table,2591,2560.3,,,,,,,,F08,399.653178332,No,Yes,0,1
F08-02,F08-02,54.5595689,4.64234571,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Bates,Penrod International Drilling Company, ,1981-10-27,1981-12-12,2679,Rotary Table,2679,2648.4,,,,,,,,F08,399.653178332,No,Yes,0,1
F09-01,F09-01,54.60309922,4.73673566,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Conoco,Maersk Supply Services, ,1970-12-20,1971-01-05,1585,Rotary Table,1585,1547.5,,,,,,,,F09,399.711269731,No,Yes,0,1
F09-02,F09-02,54.51506829,4.7243215,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Conoco, ,Ocean Tide,1974-03-23,1974-04-16,2406,Rotary Table,2406,2375.4,,,,,,,,F09,399.711269731,No,Yes,0,1
F09-03,F09-03,54.65752098,4.73990462,ED50-NEDTM,Hydrocarbon exploration,Abandoned,Dry,Deviated,Elf Petroland,Forasol SA, ,1983-05-23,1983-10-09,4874,Rotary Table,4866.96,4833.46,-18.75,172.9,,,,,,F09,399.711269731,No,Yes,0,1
F10-01,F10-01,54.36522439,4.23170248,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Petroland B.V.,Oceco,Ocean Tide,1972-05-03,1972-07-11,3460,Rotary Table,3460,3433.2,,,,,,,,F10,401.233986945,No,Yes,0,1
F11-01,F11-01,54.36706184,4.59279517,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,NAM, , ,1970-05-20,1970-06-27,2949,Rotary Table,2948.15,2919.15,-8.17,-32.05,,,,,,F11,401.270453858,No,Yes,0,1
F11-02,F11-02,54.41445087,4.45940127,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,NAM,Zapata International, ,1976-11-04,1976-12-08,2699,Rotary Table,2695.04,2659.24,29.92,70.04,,,,,,F11,401.270453858,No,Yes,0,1
IJS-28-S1,IJS-28-S1,51.89861498,4.52718049,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1977-08-13,1977-08-28,1087.4,Rotary Table,1077.96,1069.56,98.6,-8.4,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-29,IJS-29,51.89854265,4.52712375,RD,Hydrocarbon development,Abandoned,Oil,Deviated,NAM, , ,1960-05-29,1960-06-16,1012.5,Rotary Table,1008.51,1000.11,-1.9,-60.84,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-29-S1,IJS-29-S1,51.89854265,4.52712375,RD,Hydrocarbon development,Abandoned,Oil,Deviated,NAM, , ,1977-05-10,1977-05-21,1020.5,Rotary Table,1015.24,1006.84,6.59,-69.75,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-30,IJS-30,51.88837851,4.54729205,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1960-06-18,1960-07-18,1600,Rotary Table,1562.05,1558.55,271.15,-102.57,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-30-S1,IJS-30-S1,51.88837851,4.54729205,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,KCA Deutag Drilling Ltd, ,1990-03-31,1990-04-22,1160,Rotary Table,1083.07,1079.57,165.64,262.54,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-31,IJS-31,51.88835134,4.5472635,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1960-07-19,1960-08-03,1025.5,Rotary Table,1022.09,1018.59,-37.58,41.36,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-31-S2,IJS-31-S2,51.88835134,4.5472635,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1982-03-18,1982-04-03,1185.1,Rotary Table,1147.49,1143.99,-91.63,176.47,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-31-S3,IJS-31-S3,51.88835134,4.5472635,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1982-04-03,1982-04-08,1069.3,Rotary Table,1044.45,1040.95,-31.74,137.47,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-32,IJS-32,51.88629768,4.56188576,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1960-08-05,1960-08-20,1030,Rotary Table,1017.7,1014.17,-98.37,4.01,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-32-S1,IJS-32-S1,51.88629768,4.56188576,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1977-09-26,1977-10-21,1078,Rotary Table,1064.04,1060.51,-38.66,-78.89,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-33,IJS-33,51.88873061,4.54249169,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1960-08-19,1960-09-09,1050,Rotary Table,1013.27,1010.62,-77.94,218.76,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-33-S1,IJS-33-S1,51.88873061,4.54249169,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1982-06-21,1982-07-03,1153,Rotary Table,1077.5,1074.85,-88.38,319.73,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-34,IJS-34,51.88626184,4.56190095,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1960-08-21,1960-09-05,1040,Rotary Table,1020.17,1016.64,155.55,-61.87,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-34-S1,IJS-34-S1,51.88626184,4.56190095,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1979-04-06,1979-04-24,1098.7,Rotary Table,1063.2,1059.67,195.16,-99.27,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-35,IJS-35,51.88876677,4.54252007,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1960-09-10,1960-09-27,1050,Rotary Table,1023.57,1020.92,135.4,154,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-35-S1,IJS-35-S1,51.88876677,4.54252007,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1981-05-14,1981-05-28,1028.2,Rotary Table,1007.21,1004.56,131.7,123.67,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-36,IJS-36,51.88913933,4.55188282,RD,Hydrocarbon development,Abandoned,Technical failure,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1960-09-24,1960-10-05,818,Rotary Table,816.59,812.81,9.71,15.58,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-36-S2,IJS-36-S2,51.88913933,4.55188282,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1979-06-27,1979-07-17,1076.1,Rotary Table,1072.53,1068.75,45.6,9,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-36-S3,IJS-36-S3,51.88913933,4.55188282,RD,Hydrocarbon development,Abandoned,Oil and gas,Vertical,NAM, , ,1987-04-10,1987-05-13,1553.5,Rotary Table,1553,1549.22,4.14,-22.15,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-37,IJS-37,51.88444803,4.55706828,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1961-03-25,1961-05-09,1600,Rotary Table,1594.4,1591.07,-62.98,49.21,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-37-S1,IJS-37-S1,51.88444803,4.55706828,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1977-03-25,1977-04-21,1066.1,Rotary Table,1059.19,1055.86,-23.94,62.31,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-38,IJS-38,51.88809029,4.56115561,RD,Hydrocarbon development,Abandoned,Oil and gas,Vertical,NAM,Nederlandse Aardolie Maatschappij B.V., ,1961-05-10,1961-06-07,1600,Rotary Table,1599.84,1596.01,-5.67,-14.54,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-38-S1,IJS-38-S1,51.88809029,4.56115561,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1980-12-12,1981-01-12,1018.6,Rotary Table,989.27,985.44,-18.2,-133.81,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-39-S1,IJS-39-S1,51.89229062,4.54631828,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1961-07-08,1961-08-11,1600,Rotary Table,1555.82,1551.77,95.94,-263.79,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-40-S1,IJS-40-S1,51.89228122,4.54626034,RD,Hydrocarbon development,Abandoned,Technical failure,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1978-09-07,1978-09-27,1055.1,Rotary Table,1050.1,1046.05,-31.43,-53.71,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-40-S2,IJS-40-S2,51.89228122,4.54626034,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1978-09-27,1978-10-20,1055.1,Rotary Table,1034.47,1030.42,-67.64,-95.03,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-41-S1,IJS-41-S1,51.88811715,4.56114059,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1961-10-04,1961-10-21,1640,Rotary Table,1588.53,1584.55,-350.66,-74.2,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-42,IJS-42,51.88290957,4.56325514,RD,Hydrocarbon development,Abandoned,Oil,Deviated,NAM, , ,1961-10-28,1961-11-14,1059,Rotary Table,1025.44,1021.98,196.27,-105.03,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-43,IJS-43,51.88288271,4.56327015,RD,Hydrocarbon development,Abandoned,Oil,Vertical,NAM, , ,1961-11-14,1961-12-11,1600,Rotary Table,1599.76,1596.36,-6.76,20.99,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-43-S1,IJS-43-S1,51.88288271,4.56327015,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1977-08-23,1977-09-26,1932,Rotary Table,1882.75,1879.35,161.19,258.26,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-44,IJS-44,51.88706072,4.55283656,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1961-11-20,1961-12-20,1026.2,Rotary Table,1023.34,1021.23,-41.55,22.03,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-45,IJS-45,51.88757896,4.55493325,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1962-06-26,1962-07-13,1055,Rotary Table,1023.95,1017.46,150.61,-152.78,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWD-02,RWD-02,53.09261587,5.79215012,RD,Hydrocarbon development,Suspended,Gas,Vertical,Elf Petroland B.V.,Kenting Drilling Company B.V.,National 80 UE,1982-09-21,1982-10-19,1981,Rotary Table,1981,1972.81,,,Grouw-Rauwerd,GRW-RWD,Vermilion Energy Netherlands B.V.,Gas,In production,,,Yes,No,1,0
RWK-01,RWK-01,52.02518367,4.30992626,RD,Hydrocarbon exploration,Abandoned,Oil and gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1952-10-20,1953-05-29,2575,Rotary Table,2571.64,2566.62,3.68,77.1,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-02,RWK-02,52.02572837,4.30936397,RD,Hydrocarbon exploration,Abandoned,Oil,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,H 30S,1953-03-13,1953-06-03,1562,Rotary Table,1561.89,1558.55,-0.48,14.71,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-03,RWK-03,52.02360664,4.30844052,RD,Hydrocarbon development,Abandoned,Oil,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,WOR 103,1953-09-08,1953-11-16,1545,Rotary Table,1544.91,1542.04,-0.43,13.23,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-04,RWK-04,52.03080507,4.30606983,RD,Hydrocarbon exploration,Abandoned,Oil shows,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1953-10-31,1954-04-06,2030.5,Rotary Table,2029.15,2024.66,-2,60.71,,,,,,,,No,No,0,0
RWK-05,RWK-05,52.02377232,4.30548288,RD,Hydrocarbon development,Abandoned,Oil and gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1954-03-06,1954-06-16,1574,Rotary Table,1573.4,1569.85,-0.94,28.52,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-06,RWK-06,52.02167033,4.30989869,RD,Hydrocarbon exploration,Abandoned,Oil,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1954-04-21,1954-08-07,1780,Rotary Table,1779.31,1775.46,-1.23,37.34,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-07,RWK-07,52.02338495,4.31162052,RD,Hydrocarbon development,Abandoned,Oil,Vertical,NAM, , ,1954-11-17,1954-12-20,1547,Rotary Table,1546.92,1542.29,-0.46,13.89,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-08,RWK-08,52.02516539,4.30678382,RD,Hydrocarbon development,Abandoned,Oil,Vertical,NAM,Nederlandse Aardolie Maatschappij B.V., ,1955-03-10,1955-04-26,1545.5,Rotary Table,1545.24,1541.13,11.73,4.55,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-09,RWK-09,52.02362821,4.31661245,RD,Hydrocarbon development,Abandoned,Oil,Vertical,NAM, , ,1955-07-28,1955-08-31,1544,Rotary Table,1543.94,1539.79,-0.4,12.02,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-10,RWK-10,52.02557897,4.30385957,RD,Hydrocarbon development,Abandoned,Oil,Vertical,NAM, , ,1955-09-02,1955-09-29,1549.5,Rotary Table,1549.02,1545.14,-0.88,26.75,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-11,RWK-11,52.02233126,4.3143559,RD,Hydrocarbon development,Abandoned,Oil and gas,Vertical,NAM, , ,1955-09-30,1955-10-22,1545.5,Rotary Table,1545.17,1540.76,14,4.15,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-12,RWK-12,52.02290913,4.30775618,RD,Hydrocarbon development,Abandoned,Dry,Vertical,NAM, , ,1956-04-12,1956-05-06,1652,Rotary Table,1651.18,1647.39,-0.99,29.99,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-13,RWK-13,52.0250877,4.32207078,RD,Hydrocarbon evaluation,Abandoned,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Conrad 87,1956-05-24,1956-09-14,1636.6,Rotary Table,1628.66,1625.41,-17.85,-44.72,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-14,RWK-14,52.02240562,4.31758873,RD,Hydrocarbon development,Abandoned,Oil,Vertical,NAM, , ,1956-09-17,1956-11-02,1570,Rotary Table,1569.85,1565.35,-4.4,4.37,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-15,RWK-15,52.02392755,4.31296258,RD,Hydrocarbon development,Abandoned,Oil,Vertical,NAM, , ,1956-11-03,1956-11-24,1570,Rotary Table,1569.74,1565.24,-0.98,-7.16,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-16-S1,RWK-16-S1,52.02237879,4.31760395,RD,Hydrocarbon development,Abandoned,Oil,Deviated,NAM, , ,1957-09-28,1957-11-10,1608,Rotary Table,1587.96,1583.95,181.85,15.64,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
RWK-17,RWK-17,52.02828317,4.30565942,RD,Hydrocarbon development,Abandoned,Dry,Vertical,NAM,Nederlandse Aardolie Maatschappij B.V., ,1965-04-23,1965-05-06,1560,Rotary Table,1558.97,1554.82,-1.52,46.35,Rijswijk,RWK,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
SAN-01,SAN-01,53.27497677,5.67737471,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1973-11-02,1973-12-09,3062,Rotary Table,3061.77,3051.97,-1.11,33.31,,,,,,,,No,No,0,0
SAP-01,SAP-01,53.15749013,6.80135929,RD,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1964-08-12,1964-10-02,3027,Rotary Table,3021.26,3013.31,-48.62,137.98,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SAP-02,SAP-02,53.15746524,6.80031501,RD,Hydrocarbon development,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1965-05-09,1965-06-04,2900,Rotary Table,2894.3,2887.4,-50.86,137.23,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SAP-03,SAP-03,53.15678262,6.7982604,RD,Hydrocarbon development,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1965-06-08,1965-07-04,2900,Rotary Table,2894.68,2886.77,-35.85,129.11,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SAP-04,SAP-04,53.15681426,6.79931311,RD,Hydrocarbon development,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1965-07-05,1965-08-10,2885,Rotary Table,2877.1,2869.24,-49.92,156.36,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SAP-05,SAP-05,53.15683702,6.80035611,RD,Hydrocarbon development,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1965-08-12,1965-08-31,2898,Rotary Table,2887.91,2879.98,-63.67,152.21,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SAP-06,SAP-06,53.15686271,6.80140115,RD,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1965-09-01,1965-10-09,2911,Rotary Table,2895.85,2888,-32.33,236.55,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SAP-06-S1,SAP-06-S1,53.15686271,6.80140115,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1965-10-09,1965-11-22,2895,Rotary Table,2890.1,2882.25,-19.85,119.8,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
SAP-07,SAP-07,53.15741591,6.79822422,RD,Hydrocarbon development,Closed-in,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1965-10-14,1965-11-21,2897,Rotary Table,2895.82,2887.9,-28,57.8,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
TWR-390,TWR-390,52.23035253,6.81801165,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-10-14,1991-10-21,395,Maaiveld,394.95,370.26,-1.83,4.92,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-391,TWR-391,52.23023612,6.818568,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-07-04,1991-07-11,395,Maaiveld,394.98,370.11,0.94,-0.35,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-392,TWR-392,52.23009445,6.8190947,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-06-20,1991-06-27,395.6,Maaiveld,395.6,370.7,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-393,TWR-393,52.22998724,6.82156629,RD,Salt mining development,Suspended,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-04-16,1991-04-23,390.6,Maaiveld,390.6,366.19,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-394,TWR-394,52.22988673,6.82213691,RD,Salt mining development,Suspended,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-05-07,1991-05-21,389.2,Maaiveld,389.2,364.6,,,,,,,,,,No,No,0,0
TWR-395,TWR-395,52.22973985,6.82268348,RD,Salt mining development,Suspended,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-06-05,1991-06-11,391.54,Maaiveld,391.54,366.94,,,,,,,,,,No,No,0,0
TWR-399,TWR-399,52.2277865,6.82751309,RD,Salt mining development,Closed-in,Salt,Vertical,Akzo Nobel Chemicals B.V., , ,1994-03-08,1994-03-16,400.48,Maaiveld,400.48,373.76,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-400,TWR-400,52.22750442,6.82789686,RD,Salt mining development,Closed-in,Salt,Vertical,Akzo Nobel Chemicals B.V., , ,1994-03-31,1994-04-14,403.52,Maaiveld,403.52,376.68,,,,,,,,,,No,No,0,0
TWR-401,TWR-401,52.22720412,6.82823392,RD,Salt mining development,Closed-in,Salt,Vertical,Akzo Nobel Chemicals B.V., , ,1994-05-16,1994-05-25,405.1,Maaiveld,405.1,378.31,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-402,TWR-402,52.23046491,6.82526112,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Nobel Chemicals B.V., , ,1994-12-28,1995-01-17,388.14,Maaiveld,388.14,362.5,,,,,,,,,,No,No,0,0
TWR-403,TWR-403,52.23079557,6.82549432,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Nobel Chemicals B.V., , ,1995-01-30,1995-02-02,385.67,Maaiveld,385.67,359.5,,,,,,,,,,No,No,0,0
TWR-404,TWR-404,52.23113495,6.82567511,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Nobel Chemicals B.V., , ,1995-02-20,1995-02-27,382.6,Maaiveld,382.6,356.43,,,,,,,,,,No,No,0,0
TWR-405,TWR-405,52.23196013,6.82375614,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Nobel Chemicals B.V., , ,1995-03-30,1995-04-06,378.89,Maaiveld,378.89,353.75,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
